iter	Logloss
211	0.4713423527
212	0.4710936995
213	0.4709122096
214	0.4705868733
215	0.4703917892
216	0.4702098251
217	0.4699840917
218	0.4696305232
219	0.4695471235
220	0.4693663453
221	0.4692895896
222	0.4688553931
223	0.4685961711
224	0.4682848173
225	0.4681085335
226	0.467889044
227	0.4677953205
228	0.4676137568
229	0.4673916695
230	0.4671945491
231	0.467108109
232	0.466922529
233	0.466729654
234	0.4665717296
235	0.4663329899
236	0.466099529
237	0.4658807877
238	0.4658023123
239	0.4657138687
240	0.4655037166
241	0.4653546793
242	0.4652019788
243	0.4649557207
244	0.4646615035
245	0.464335374
246	0.464218323
247	0.4640395434
248	0.4639326966
249	0.4637746936
250	0.4634893963
251	0.4633356883
252	0.4632119956
253	0.4630683283
254	0.4629002172
255	0.4627479655
256	0.4625913791
257	0.4624576942
258	0.462272578
259	0.4621179601
260	0.4620383389
261	0.4617692934
262	0.461654167
263	0.4615124172
264	0.4613591289
265	0.4612126147
266	0.4610880537
267	0.460833171
268	0.4607236812
269	0.4603921792
270	0.4601973834
271	0.4600713116
272	0.4599000232
273	0.459789441
274	0.4595435252
275	0.4594136781
276	0.4592816412
277	0.4591964524
278	0.4590070407
279	0.4589027647
280	0.4587785045
281	0.4586236841
282	0.4584895731
283	0.4583960666
284	0.4583214125
285	0.4580013646
286	0.4578355281
287	0.4577363822
288	0.4574989668
289	0.4572811965
290	0.4571728964
291	0.4570596424
292	0.4569394881
293	0.4567551474
294	0.4566671106
295	0.4564835187
296	0.4563130779
297	0.456102999
298	0.4560473838
299	0.4560279318
300	0.4559591422
301	0.455872302
302	0.455689032
303	0.455454064
304	0.4553467696
305	0.4552563576
306	0.4552172443
307	0.4550707242
308	0.4549634658
309	0.4547397488
310	0.4545932926
311	0.4543857427
312	0.4541887338
313	0.4540768202
314	0.453963822
315	0.4537884129
316	0.4536674467
317	0.4535887248
318	0.4532225649
319	0.4531116941
320	0.4529040131
321	0.4527861441
322	0.4525510993
323	0.4523788261
324	0.4521932598
325	0.4519742227
326	0.4518837069
327	0.4515211974
328	0.451401986
329	0.4512841959
330	0.4511727737
331	0.4511202901
332	0.4508078939
333	0.4507260627
334	0.4506365356
335	0.4505425333
336	0.4503569617
337	0.4502523421
338	0.4500902434
339	0.4499620185
340	0.4498682199
341	0.4497364248
342	0.4496483281
343	0.4495215805
344	0.4493684385
345	0.4493120792
346	0.4492533448
347	0.4491488342
348	0.4490360738
349	0.4489468123
350	0.4489117199
351	0.448819233
352	0.4487507294
353	0.4486140917
354	0.4485249172
355	0.4482996519
356	0.4482193731
357	0.4481572828
358	0.44815521
359	0.4480224033
360	0.447931182
361	0.4477636796
362	0.4475859061
363	0.4473890944
364	0.4472541301
365	0.4470847118
366	0.4469899274
367	0.4469526108
368	0.4467232094
369	0.4466304437
370	0.4465038118
371	0.446391414
372	0.4463422324
373	0.4462786183
374	0.4461987488
375	0.4461321865
376	0.4460461042
377	0.4459669433
378	0.4459069033
379	0.4458056999
380	0.4457476711
381	0.4456667362
382	0.4455863748
383	0.4455284502
384	0.4452858558
385	0.4451992189
386	0.4450654529
387	0.4449811196
388	0.444905375
389	0.4448125433
390	0.4447010067
391	0.4444703591
392	0.4443085259
393	0.444208675
394	0.4441097865
395	0.4439769711
396	0.4438301106
397	0.4437950046
398	0.4436148193
399	0.4434760346
400	0.4434301087
401	0.4433536332
402	0.4432536054
403	0.4431900143
404	0.4431593822
405	0.4430861931
406	0.4430479958
407	0.4429124483
408	0.4427790333
409	0.4426797835
410	0.4425483965
411	0.4424189868
412	0.4423319452
413	0.4422498964
414	0.4422216124
415	0.4421249718
416	0.4420426257
417	0.4419544057
418	0.4418840849
419	0.4418080739
420	0.4417288518
421	0.4416743698
422	0.4416148407
423	0.4414623413
424	0.4413335632
425	0.441220145
426	0.4411329744
427	0.4410777099
428	0.4409807852
429	0.4409488275
430	0.4409382216
431	0.4408580057
432	0.4407253621
433	0.4406448155
434	0.4405625806
435	0.4405093268
436	0.4404405002
437	0.440407869
438	0.4402894515
439	0.440206736
440	0.440144712
441	0.4400833452
442	0.4399074457
443	0.439814414
444	0.4397682273
445	0.4396100441
446	0.4395610588
447	0.4394035581
448	0.4393377439
449	0.4391858094
450	0.4391230716
451	0.4390164503
452	0.4389195583
453	0.4388195469
454	0.4387499881
455	0.4386069341
456	0.4385616991
457	0.4384748583
458	0.4383178119
459	0.4382417445
460	0.4380260085
461	0.4379778116
462	0.4379150127
463	0.4378506352
464	0.4377834653
465	0.4377147816
466	0.4376483334
467	0.4375660674
468	0.4373945259
469	0.4372871518
470	0.4371955295
471	0.4371849962
472	0.4371473155
473	0.4370858398
474	0.4370235937
475	0.4369913651
476	0.4368975539
477	0.4368410939
478	0.4367458407
479	0.4366968211
480	0.436632772
481	0.4365392219
482	0.4364567572
483	0.4363724327
484	0.4362506383
485	0.4361377322
486	0.436027827
487	0.4359856072
488	0.4358440842
489	0.435693467
490	0.4355167167
491	0.4354185334
492	0.4353477711
493	0.4352126054
494	0.4350716692
495	0.4349339224
496	0.4347546088
497	0.4347074448
498	0.43457166
499	0.4345559995
500	0.4345058431
501	0.434439431
502	0.4343634583
503	0.4343006892
504	0.4341930248
505	0.434019951
506	0.4338411452
507	0.4337616185
508	0.4336316482
509	0.4335782173
510	0.4335307311
511	0.4335057522
512	0.4333639416
513	0.4332930387
514	0.4332187625
515	0.4332027607
516	0.4331132159
517	0.4330076607
518	0.4329461283
519	0.4328802959
520	0.4328025543
521	0.4327007469
522	0.4326199299
523	0.4325355909
524	0.4325193985
525	0.432444654
526	0.4323872579
527	0.4323330921
528	0.4322006502
529	0.4320849064
530	0.4319670693
531	0.4319104222
532	0.4318603631
533	0.4317495861
534	0.4316703379
535	0.431591422
536	0.4314614277
537	0.4313749675
538	0.4313202073
539	0.4311216988
540	0.431094217
541	0.4310387169
542	0.430991579
543	0.430949059
544	0.4308731086
545	0.4307654043
546	0.4306462875
547	0.4304975735
548	0.4304716818
549	0.4304116943
550	0.430224664
551	0.4301760127
552	0.4301016421
553	0.4299954228
554	0.4298935977
555	0.4298744615
556	0.4297955129
557	0.4297529877
558	0.4297219795
559	0.4295953054
560	0.4295491618
561	0.4295073465
562	0.4293923237
563	0.4292590513
564	0.4291711161
565	0.4290466329
566	0.4290038977
567	0.428860616
568	0.4287513219
569	0.4286375104
570	0.4285896161
571	0.4285447524
572	0.4285342682
573	0.4284696219
574	0.4284468341
575	0.4283509378
576	0.4282647204
577	0.4282234505
578	0.428141262
579	0.4280542024
580	0.4279903396
581	0.4279332774
582	0.4278737677
583	0.4278164717
584	0.4277370473
585	0.4276597829
586	0.4276196602
587	0.4275121065
588	0.4274803042
589	0.4274137795
590	0.4273392983
591	0.4272919118
592	0.4272250527
593	0.4271934593
594	0.4271525601
595	0.4270887543
596	0.4269216271
597	0.4268645644
598	0.4267386382
599	0.4266963178
600	0.4266115694
601	0.4265620246
602	0.4263635577
603	0.4262903128
604	0.426176802
605	0.4260933477
606	0.4260441283
607	0.4258755047
608	0.4258243872
609	0.4257096908
610	0.4256691685
611	0.4256059906
612	0.4254284846
613	0.4253298654
614	0.4252928038
615	0.4252300715
616	0.4251058033
617	0.4250537486
618	0.4248885008
619	0.4248259142
620	0.4247476641
621	0.4245422422
622	0.4245053189
623	0.4244527692
624	0.4242276842
625	0.4241196186
626	0.4240935678
627	0.4240374621
628	0.4239217982
629	0.4238823911
630	0.4238536477
631	0.4237629953
632	0.4237021996
633	0.4236020894
634	0.4235417751
635	0.4234860127
636	0.4233481986
637	0.4232682152
638	0.4231967578
639	0.4231261134
640	0.4230814613
641	0.4230163355
642	0.4229262293
643	0.4228152135
644	0.4226891034
645	0.4226589831
646	0.4226243785
647	0.4225501939
648	0.4224102667
649	0.4222533638
650	0.4221243445
651	0.4220441313
652	0.4219619484
653	0.4218800168
654	0.4218131318
655	0.4218050696
656	0.421714073
657	0.4216723339
658	0.4216435271
659	0.4216197043
660	0.4215689851
661	0.4215193743
662	0.4214060406
663	0.4213302829
664	0.421208348
665	0.4210172517
666	0.4208682005
667	0.4207489289
668	0.4206667083
669	0.4205953981
670	0.4205295014
671	0.4204151722
672	0.4202827782
673	0.4202449047
674	0.4201241659
675	0.4200908432
676	0.4200213493
677	0.4199634489
678	0.4198707238
679	0.4198417066
680	0.4197208185
681	0.4196717016
682	0.4195816865
683	0.4195200109
684	0.4193586973
685	0.4193057817
686	0.4192527485
687	0.4192155931
688	0.4191621487
689	0.4190771385
690	0.4190558148
691	0.4189202294
692	0.4188109384
693	0.4187241114
694	0.4186412784
695	0.4186035353
696	0.41847711
697	0.4183650605
698	0.4183224592
699	0.4182726562
700	0.4181746792
701	0.4181455127
702	0.4180390478
703	0.4179924384
704	0.417925682
705	0.417750286
706	0.4176618733
707	0.417627221
708	0.4175464012
709	0.4175284182
710	0.4174890023
711	0.4174512158
712	0.4173217983
713	0.4171790253
714	0.417146768
715	0.4170845771
716	0.4170668012
717	0.4170000495
718	0.4169029106
719	0.4168352343
720	0.4167403073
721	0.4166220509
722	0.4165771517
723	0.4165205439
724	0.4164704474
725	0.4164229321
726	0.4163397456
727	0.4163172506
728	0.4162544072
729	0.4161943436
730	0.4160550528
731	0.415988594
732	0.4158802292
733	0.4158061237
734	0.4157242853
735	0.4156405497
736	0.4155837612
737	0.4155310192
738	0.4155128033
739	0.4154021836
740	0.4153498104
741	0.4152659217
742	0.4150965114
743	0.4150391296
744	0.414947554
745	0.4148367182
746	0.4147105674
747	0.4146572808
748	0.414556915
749	0.4145182002
750	0.4144865235
751	0.4144628062
752	0.4143911284
753	0.4143326228
754	0.4142254931
755	0.4141220653
756	0.4140954215
757	0.413826095
758	0.4137004311
759	0.4136395814
760	0.4135450945
761	0.4134383117
762	0.4134094679
763	0.4133812832
764	0.4133124716
765	0.4132751616
766	0.413173281
767	0.4130992535
768	0.4130321484
769	0.412935649
770	0.4128764035
771	0.4127922117
772	0.4127688657
773	0.4127046091
774	0.4126597478
775	0.4125540482
776	0.4124616026
777	0.4124063104
778	0.4123749317
779	0.412324876
780	0.4122914522
781	0.4122500703
782	0.4121874427
783	0.4121490372
784	0.412085312
785	0.412030587
786	0.4119538139
787	0.4119243489
788	0.411882118
789	0.4118263945
790	0.4117394397
791	0.4117124658
792	0.4116721149
793	0.4116453963
794	0.4115941977
795	0.4114880705
796	0.4114302283
797	0.4114088207
798	0.4113543635
799	0.4112625912
800	0.4112041967
801	0.4111719022
802	0.4110408474
803	0.4109999624
804	0.410895094
805	0.4107805857
806	0.4107475582
807	0.410655434
808	0.4104449365
809	0.4104004698
810	0.4102776383
811	0.4102082102
812	0.4100869347
813	0.4100121066
814	0.4099763152
815	0.4099521483
816	0.4098176004
817	0.4096955651
818	0.4096757081
819	0.4096367361
820	0.409587761
821	0.4095188614
822	0.409492533
823	0.4092718014
824	0.4091195034
825	0.4090897644
826	0.4089940623
827	0.4089728233
828	0.4089292811
829	0.4088606314
830	0.4088206135
831	0.4087249867
832	0.4086673838
833	0.4086214244
834	0.4085970191
835	0.4085564091
836	0.4085300489
837	0.408376872
838	0.4083027172
839	0.4082769216
840	0.4080922806
841	0.4080664377
842	0.4078917049
843	0.4078344039
844	0.4077447838
845	0.4076887157
846	0.4076472281
847	0.4075595581
848	0.4074703647
849	0.4073826295
850	0.4073500969
851	0.4072109548
852	0.4071424628
853	0.4070791003
854	0.4070549277
855	0.4070113839
856	0.4069454365
857	0.4068874517
858	0.4068511287
859	0.4067298798
860	0.4066618587
861	0.4066052549
862	0.4065540923
863	0.4064872017
864	0.4063681055
865	0.4063065841
866	0.4062740994
867	0.406154203
868	0.4060906593
869	0.4059953503
870	0.4059140086
871	0.4058446735
872	0.4058215101
873	0.4057567334
874	0.4056247205
875	0.4055553692
876	0.4054465004
877	0.4053391669
878	0.4052901739
879	0.4052565365
880	0.4052213505
881	0.4051285638
882	0.4050337335
883	0.4049872316
884	0.4049602844
885	0.4048657794
886	0.404797887
887	0.4047705858
888	0.4047047017
889	0.404633351
890	0.4045658114
891	0.404430612
892	0.4043358696
893	0.4042164635
894	0.4041666497
895	0.4040768018
896	0.4039169033
897	0.4037981409
898	0.4037728354
899	0.403722146
900	0.4036990101
901	0.4036439095
902	0.4035994844
903	0.403477652
904	0.4033567568
905	0.4032786309
906	0.4031474154
907	0.4030207408
908	0.4028647272
909	0.4028388876
910	0.4027237116
911	0.4027003537
912	0.4026460787
913	0.4026013233
914	0.4025665337
915	0.4025353599
916	0.402369221
917	0.4022942581
918	0.4022623278
919	0.4022349563
920	0.4021824377
921	0.4020493256
922	0.4019165634
923	0.4018490126
924	0.4017948848
925	0.4017306893
926	0.4016363801
927	0.4015541729
928	0.401444003
929	0.4013892292
930	0.4013319967
931	0.4013150991
932	0.4011821621
933	0.4010780314
934	0.4010544219
935	0.4010204895
936	0.4009869629
937	0.4009600522
938	0.4009329323
939	0.4008701031
940	0.4008437904
941	0.4007213628
942	0.4007033436
943	0.4005973525
944	0.4004877877
945	0.4004064722
946	0.400294935
947	0.4001642105
948	0.4000657245
949	0.4000426821
950	0.4000131645
951	0.3999903258
952	0.3999369282
953	0.399907802
954	0.3997846854
955	0.3997331846
956	0.3996827409
957	0.3996508561
958	0.3995500854
959	0.39944228
960	0.3993295622
961	0.3992977858
962	0.3992036584
963	0.3991804478
964	0.3991257998
965	0.3991074489
966	0.3990281192
967	0.3989409987
968	0.3988589045
969	0.3988279247
970	0.3986973411
971	0.3986748602
972	0.3985539092
973	0.3984816323
974	0.3983611939
975	0.3983273394
976	0.3982673067
977	0.3981426853
978	0.3980269005
979	0.397920761
980	0.3979022178
981	0.397787231
982	0.3977194384
983	0.3976474423
984	0.3975273206
985	0.3974739869
986	0.3973709666
987	0.397311852
988	0.3972828581
989	0.3972455861
990	0.397206764
991	0.3970956194
992	0.3969638651
993	0.3969365887
994	0.3968419363
995	0.3967206473
996	0.396651626
997	0.3966191382
998	0.3965873815
999	0.3965480396
